time [s],pos_x [m],pos_y [m],pos_z [m],vel_x [m/s],vel_y [m/s],vel_z [m/s],acc_x [m/s^2],acc_y [m/s^2],acc_z [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor
0.0,0.415545,0.17873,0,0,0,0,0.586422,0.30544,nan,0.00372096,0.982376,0.970799,1.48232,0.471411,138,186,2,3.02513e-314,0.989453
0.0,0.00891639,0.432087,0,0,0,0,0.255509,0.5272,nan,0.00372096,0.982285,0.97065,1.48223,0.471433,139,190,2,3.02513e-314,0.993471
0.0,0.0802069,0.452092,0,0,0,0,0.423067,0.470421,nan,0.00372096,0.982194,0.9705,1.48214,0.471455,140,189,2,3.02513e-314,0.992845
0.0,-0.0693939,-0.433927,0,0,0,0,0.0300881,-0.242217,nan,0.00372096,0.982103,0.970351,1.48205,0.471477,141,173,2,3.02513e-314,0.991095
0.0,-0.0056369,-0.425989,0,0,0,0,0.0644229,-0.214824,nan,0.00372096,0.982013,0.970202,1.48196,0.471498,142,172,2,3.02513e-314,0.991287
0.0,0.321983,0.346946,0,0,0,0,0.432608,0.303643,nan,0.00372096,0.981922,0.970053,1.48187,0.47152,143,187,2,3.02513e-314,0.990445
0.0,0.433241,0.0476252,0,0,0,0,0.282675,0.145248,nan,0.00372096,0.981832,0.969904,1.48178,0.471542,144,179,2,3.02513e-314,0.990451
0.0,-0.0240998,0.481944,0,0,0,0,0.114845,0.55294,nan,0.00372096,0.981742,0.969755,1.48169,0.471564,145,188,2,3.02513e-314,0.992532
0.0,0.414264,-0.0895368,0,0,0,0,0.350779,0.116665,nan,0.00372096,0.981651,0.969606,1.48159,0.471585,146,171,2,3.02513e-314,0.990898
0.0,-0.395567,0.24135,0,0,0,0,-0.152577,0.640746,nan,0.00372096,0.981561,0.969457,1.4815,0.471607,147,201,2,3.02513e-314,0.990893
0.0,0.441181,0.114587,0,0,0,0,0.496554,0.118394,nan,0.00372096,0.98147,0.969308,1.48141,0.471629,148,177,2,3.02513e-314,0.989466
0.0,-0.230102,0.409939,0,0,0,0,-0.17164,0.632801,nan,0.00372096,0.98138,0.96916,1.48132,0.47165,149,209,2,3.02513e-314,0.991961
0.0,-0.291448,-0.359088,0,0,0,0,-0.0159178,-0.103429,nan,0.00372096,0.98129,0.969012,1.48123,0.471672,150,182,2,3.02513e-314,0.990201
0.0,-0.180409,-0.401351,0,0,0,0,0.0140488,-0.287841,nan,0.00372096,0.9812,0.968863,1.48114,0.471694,151,168,2,3.02513e-314,0.991315
0.0,-0.389863,-0.083837,0,0,0,0,0.175546,0.154711,nan,0.00372096,0.98111,0.968715,1.48105,0.471715,152,197,2,3.02513e-314,0.991624
0.0,-0.407742,0.174692,0,0,0,0,-0.0878201,0.366996,nan,0.00372096,0.98102,0.968566,1.48096,0.471737,153,193,2,3.02513e-314,0.991535
0.0,-0.392062,-0.140412,0,0,0,0,-0.0679126,0.0900296,nan,0.00372096,0.980929,0.968418,1.48087,0.471759,154,192,2,3.02513e-314,0.99111
0.0,-0.330459,-0.312333,0,0,0,0,0.0335241,-0.0773784,nan,0.00372096,0.980839,0.96827,1.48078,0.47178,155,187,2,3.02513e-314,0.989796
0.0,0.410213,0.247319,0,0,0,0,0.330142,0.499441,nan,0.00372096,0.98075,0.968122,1.48069,0.471802,156,178,2,3.02513e-314,0.988643
0.0,-0.286789,0.344195,0,0,0,0,0.0435525,0.566112,nan,0.00372096,0.98066,0.967975,1.4806,0.471824,157,201,2,3.02513e-314,0.992128
0.0,0.0522101,0.505423,0,0,0,0,-0.0708523,0.450984,nan,0.00372096,0.98057,0.967827,1.48051,0.471845,158,187,2,3.02513e-314,0.991974
0.0,0.116857,-0.399173,0,0,0,0,0.332464,-0.150891,nan,0.00372096,0.98048,0.967679,1.48042,0.471867,159,176,2,3.02513e-314,0.990731
0.0,-0.430691,0.107986,0,0,0,0,-0.12017,0.341127,nan,0.00372096,0.98039,0.967531,1.48033,0.471888,160,193,2,3.02513e-314,0.990975
